NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
3.700000000000000000e+01,9.650000000000000000e+02,2.608108108108108070e+01,1.207915016769512295e+00,1.054838577072399364e+00,1.201332987640731931e+00,1.439253627326317009e+00,8.753591771868604043e-01
5.300000000000000000e+01,7.000000000000000000e+02,1.320754716981132049e+01,7.588174960076695674e-01,1.281548225747655367e+00,6.183572301400426241e-01,1.073075591236551052e+00,1.294219185917534265e+00
3.100000000000000000e+01,7.210000000000000000e+02,2.325806451612903203e+01,5.581133442438559467e-01,6.408787850642476691e-01,1.046440987005363921e+00,1.351766793235529507e+00,1.407438762809770205e+00
4.900000000000000000e+01,1.043000000000000000e+03,2.128571428571428470e+01,1.401338138629372843e+00,1.418548211934965941e+00,1.125308157184411906e+00,1.323229474609471268e+00,1.346122328937642276e+00
7.900000000000000000e+01,1.071000000000000000e+03,1.355696202531645511e+01,1.106449673004847423e+00,7.521655896216834503e-01,1.154640403279338257e+00,1.291243587053806596e+00,1.049670651789661679e+00
1.947000000000000000e+03,6.091000000000000000e+03,3.128402670775552341e+00,1.434827366087294775e+00,1.023168424951710787e+00,5.974689223812030825e-01,6.474564645757286963e-01,7.582324364392466487e-01
2.780000000000000000e+02,2.400000000000000000e+03,8.633093525179855732e+00,1.475011204605032988e+00,1.462842252797551312e+00,8.457396529645306860e-01,9.640982498931054412e-01,1.267907190328664502e+00
1.245000000000000000e+03,4.299000000000000000e+03,3.453012048192771299e+00,1.377328806645877979e+00,1.079223334385625455e+00,1.158822732516761711e+00,8.958428023927849093e-01,1.096507267830159948e+00
1.160000000000000000e+02,1.382000000000000000e+03,1.191379310344827580e+01,6.562357412604788998e-01,6.511424097811603362e-01,7.078048748695208170e-01,7.706286576420030565e-01,1.038244935557815163e+00
8.510000000000000000e+03,1.277700000000000000e+04,1.501410105757931879e+00,9.674086250595971270e-01,7.527277104989866796e-01,1.106656062667296325e+00,5.097997406138191634e-01,6.723215075658122153e-01
1.066800000000000000e+04,1.357000000000000000e+04,1.272028496437945355e+00,5.892119238757153044e-01,1.098885213953322726e+00,1.227921932283762008e+00,5.926622837318801240e-01,9.971178902456346860e-01
8.380000000000000000e+02,3.685000000000000000e+03,4.397374701670644370e+00,9.619639397673352965e-01,1.209245441526732190e+00,8.417657269714456936e-01,7.070722583271134010e-01,1.475002391876014229e+00
9.200000000000000000e+01,1.101000000000000000e+03,1.196739130434782616e+01,8.567940396577677920e-01,9.727281446120082942e-01,1.123978210323431259e+00,1.332538119885156025e+00,5.671081993322651948e-01
9.200000000000000000e+01,1.314000000000000000e+03,1.428260869565217384e+01,9.662331949219242766e-01,1.342268724851391370e+00,9.056803287519225032e-01,1.219939865319891625e+00,7.684421259960217965e-01
5.000000000000000000e+01,1.123000000000000000e+03,2.246000000000000085e+01,1.006060233135438908e+00,9.460943520448102939e-01,7.306350680582793800e-01,1.303688544687331641e+00,6.751873838390372029e-01
5.300000000000000000e+01,1.034000000000000000e+03,1.950943396226415061e+01,1.295153544278177637e+00,1.122959440964125033e+00,7.968254181367402378e-01,1.184636665331584071e+00,1.295227340483065426e+00
7.540000000000000000e+02,3.912000000000000000e+03,5.188328912466843690e+00,7.746664835736905008e-01,1.288934401181752509e+00,1.157570763434823791e+00,9.370958573022604154e-01,8.280564746011749300e-01
8.600000000000000000e+01,1.534000000000000000e+03,1.783720930232558288e+01,6.440177451343352955e-01,1.417538410522706904e+00,9.847381617190796854e-01,1.052841312228714354e+00,1.099336633477116854e+00
9.200000000000000000e+01,1.615000000000000000e+03,1.755434782608695699e+01,1.303920254350975583e+00,1.208712217177049908e+00,1.134887019766071869e+00,1.175230156634283318e+00,1.337430418438121382e+00
3.000000000000000000e+01,6.360000000000000000e+02,2.119999999999999929e+01,1.113549937382337873e+00,7.495646125078075928e-01,8.276450945771174350e-01,1.362494919967121021e+00,1.456080485951413594e+00
1.670000000000000000e+02,2.052000000000000000e+03,1.228742514970059929e+01,6.296938193797181338e-01,1.488727589547197194e+00,1.053515505517892858e+00,1.017594945448131227e+00,1.066210879195445660e+00
1.130000000000000000e+02,1.234000000000000000e+03,1.092035398230088461e+01,1.034284955063416334e+00,1.236515129937458823e+00,6.194531788319866950e-01,9.413595008357963367e-01,1.105404576281252993e+00
1.330000000000000000e+02,2.137000000000000000e+03,1.606766917293233021e+01,1.479079943884085591e+00,7.897551752375323586e-01,7.019656173179554814e-01,1.176314823101201057e+00,6.612402272406256998e-01
1.055000000000000000e+03,3.331000000000000000e+03,3.157345971563981113e+00,8.028539097288581727e-01,8.870758739814903482e-01,8.263972878295346991e-01,6.388178372437428587e-01,1.464881048240965544e+00
1.580000000000000000e+02,1.806000000000000000e+03,1.143037974683544356e+01,9.064923505656699021e-01,9.740756372931431706e-01,1.163058627964646874e+00,1.119083749921405468e+00,7.582730048241268506e-01
6.000000000000000000e+01,1.129000000000000000e+03,1.881666666666666643e+01,5.264184761853228922e-01,1.002568373312063610e+00,1.237271264040245011e+00,1.307643811925607968e+00,8.316627709482972142e-01
1.730000000000000000e+02,1.390000000000000000e+03,8.034682080924856251e+00,5.475855073638761228e-01,1.081269148848897910e+00,6.479022994659869861e-01,7.275133111708914635e-01,1.146704204260735604e+00
1.756000000000000000e+03,5.648000000000000000e+03,3.216400911161731102e+00,9.220391196005439660e-01,6.570159676082280020e-01,9.239176166540202795e-01,6.249625048246287840e-01,6.157079082732073161e-01
4.340000000000000000e+02,2.609000000000000000e+03,6.011520737327188613e+00,5.742806037176333422e-01,1.207137763533214780e+00,9.003312343342209090e-01,8.899419040565293981e-01,5.283110159664070604e-01
3.800000000000000000e+01,7.690000000000000000e+02,2.023684210526315752e+01,8.891783440954605933e-01,8.784445951909252148e-01,6.657489180533404660e-01,1.273994747287084284e+00,8.450468894503458950e-01
2.890000000000000000e+02,3.110000000000000000e+03,1.076124567474048455e+01,8.066629751645059132e-01,1.436749213946822312e+00,1.240796668605305353e+00,1.063628503221595079e+00,7.904332836401185558e-01
2.303000000000000000e+03,6.386000000000000000e+03,2.772904906643508305e+00,1.373286447959093826e+00,9.065481961693586666e-01,6.045526649634823668e-01,6.701972730389869071e-01,5.877104679182447722e-01
1.005000000000000000e+03,4.565000000000000000e+03,4.542288557213930211e+00,1.048098102822628164e+00,1.299717135017059322e+00,1.178428618180865417e+00,9.178838183647801685e-01,1.292803835505365040e+00
7.000000000000000000e+02,2.792000000000000000e+03,3.988571428571428434e+00,9.173114647981683856e-01,5.907422532504924551e-01,7.315702600339391015e-01,5.537965216270671620e-01,1.492059568708363981e+00
1.270000000000000000e+02,1.342000000000000000e+03,1.056692913385826849e+01,7.009632971862360673e-01,5.407015490547344427e-01,1.207510407921066786e+00,1.107222102366754779e+00,1.168765001241061308e+00
9.900000000000000000e+01,1.481000000000000000e+03,1.495959595959596022e+01,1.187269953060232863e+00,6.652342477504051832e-01,7.795902608208218343e-01,8.871921016884412037e-01,1.435598052553079818e+00
5.110000000000000000e+02,2.528000000000000000e+03,4.947162426614481134e+00,5.610550712901721804e-01,5.769184026081437544e-01,1.034540331379717681e+00,7.712008852602807440e-01,1.450295477979223868e+00
4.900000000000000000e+01,8.080000000000000000e+02,1.648979591836734571e+01,1.060012121270093477e+00,6.210849795543323948e-01,1.102011444664468875e+00,1.354773514936984169e+00,1.404755295117952940e+00
2.180000000000000000e+02,2.215000000000000000e+03,1.016055045871559592e+01,1.193935944050208642e+00,1.396268687516843521e+00,8.737685802609426178e-01,1.126826259040455191e+00,6.233709412790533477e-01
5.900000000000000000e+01,9.740000000000000000e+02,1.650847457627118686e+01,8.540284669009386986e-01,1.398585301071982645e+00,7.389733758748301407e-01,1.244449296501071833e+00,7.565833921343740887e-01
3.274000000000000000e+03,8.765000000000000000e+03,2.677153329260843151e+00,1.461766914487086844e+00,5.408055553318577013e-01,1.119398570635637302e+00,5.443972662196137069e-01,1.129212625005418413e+00
2.450000000000000000e+02,1.762000000000000000e+03,7.191836734693877631e+00,8.771304595734616960e-01,6.947984972458517428e-01,6.311591658783138881e-01,6.211835390755013897e-01,1.177550047449845705e+00
6.959000000000000000e+03,1.162300000000000000e+04,1.670211237246730818e+00,1.308980109111491208e+00,9.307133356654693213e-01,1.156060946844046367e+00,6.040667535869460592e-01,1.390171656268059053e+00
3.100000000000000000e+01,8.290000000000000000e+02,2.674193548387096797e+01,1.079441745342244907e+00,1.249051446274242583e+00,1.064798675858872112e+00,1.378785322670232683e+00,1.483208121149060865e+00
2.083000000000000000e+03,5.440000000000000000e+03,2.611617858857417040e+00,8.808819833733871896e-01,1.205741825704539139e+00,8.988590976473950223e-01,6.675738087549732969e-01,1.196018481189739191e+00
5.500000000000000000e+01,7.940000000000000000e+02,1.443636363636363562e+01,1.410211302312648574e+00,1.498131555582872476e+00,5.235956885317105680e-01,1.247252162455906088e+00,1.303533348070082809e+00
3.500000000000000000e+01,8.400000000000000000e+02,2.400000000000000000e+01,8.648962025028300582e-01,1.125809711955155556e+00,9.799811775331722652e-01,1.387425247127825667e+00,1.037378576826022414e+00
5.864000000000000000e+03,1.018800000000000000e+04,1.737380627557980839e+00,9.170470998847627397e-01,1.165566403676012719e+00,1.221367777644775110e+00,7.182156226698273027e-01,9.615538648697428137e-01
3.780000000000000000e+02,2.206000000000000000e+03,5.835978835978836265e+00,6.988567313213456256e-01,8.687706103779612166e-01,6.746657884414868356e-01,6.831149260821942626e-01,7.521777779050546897e-01
2.700000000000000000e+01,5.770000000000000000e+02,2.137037037037037024e+01,1.005734479092204703e+00,1.322462921087835364e+00,5.138018084674684793e-01,1.377161779277817022e+00,1.124369500469975858e+00
2.620000000000000000e+02,1.915000000000000000e+03,7.309160305343511688e+00,8.738057604105238241e-01,5.943268793218674517e-01,6.192471118198459301e-01,8.190769413739230620e-01,5.269448128636595730e-01
4.500000000000000000e+01,8.930000000000000000e+02,1.984444444444444500e+01,9.814280876858968439e-01,9.658919986316463202e-01,6.973374161431002971e-01,1.327307512540497170e+00,7.672284162043482292e-01
4.500000000000000000e+01,1.265000000000000000e+03,2.811111111111111072e+01,9.521196442574189067e-01,1.260006657418520026e+00,1.231987546201960715e+00,1.327547429503156629e+00,7.084860985584033877e-01
1.020000000000000000e+02,1.147000000000000000e+03,1.124509803921568540e+01,5.659525396519329288e-01,7.202399779823090986e-01,1.177320191433099739e+00,1.174163611070509372e+00,1.411839815872992787e+00
1.410000000000000000e+02,1.302000000000000000e+03,9.234042553191489588e+00,8.064497101676382229e-01,1.190444436696563191e+00,7.314566457022817492e-01,9.536054065579075978e-01,9.325122579056080996e-01
2.400000000000000000e+01,7.100000000000000000e+02,2.958333333333333215e+01,9.032718853248754565e-01,1.368309934986453591e+00,8.378714226874227622e-01,1.392686400806380620e+00,1.264189524570563883e+00
7.500000000000000000e+01,1.659000000000000000e+03,2.212000000000000099e+01,7.284408181893996526e-01,1.409349652400746056e+00,1.047845314079442591e+00,1.122960671461567639e+00,1.040164603956392764e+00
1.240000000000000000e+02,1.413000000000000000e+03,1.139516129032258007e+01,7.836968825087280432e-01,1.144096210881448084e+00,5.254636408998714092e-01,6.320495278606783618e-01,1.460451841730983746e+00
3.410000000000000000e+02,2.502000000000000000e+03,7.337243401759530492e+00,5.669818492309923741e-01,1.218631714858938286e+00,1.114617600451897284e+00,9.969215753078429776e-01,1.267880953353434093e+00
6.200000000000000000e+01,1.219000000000000000e+03,1.966129032258064413e+01,9.776044295361902003e-01,5.728094866174586741e-01,1.036873633322216381e+00,1.075660596635391819e+00,1.449702407999721387e+00
4.600000000000000000e+01,8.690000000000000000e+02,1.889130434782608603e+01,7.166449665161442883e-01,7.072741846042389646e-01,1.134243267264162025e+00,1.329668317105286768e+00,1.324956000543872303e+00
5.800000000000000000e+01,9.400000000000000000e+02,1.620689655172413879e+01,8.846793484270250030e-01,5.608096593157715359e-01,1.194594727119125288e+00,1.260503740257225447e+00,1.260947666432007841e+00
1.014500000000000000e+04,1.223400000000000000e+04,1.205914243469689451e+00,1.393000915408157070e+00,1.330593677462962532e+00,8.847068909404971482e-01,5.085352615765277307e-01,1.298294141263264034e+00
2.800000000000000000e+01,8.970000000000000000e+02,3.203571428571428470e+01,1.343864706189533464e+00,9.831673902630384543e-01,8.762338966408425023e-01,1.344480727922434671e+00,1.338934322746467398e+00
1.252000000000000000e+03,4.140000000000000000e+03,3.306709265175718837e+00,1.042506768936036110e+00,6.140491292948349056e-01,6.214539566519194924e-01,5.141159390906975268e-01,8.009432410675729752e-01
3.821000000000000000e+03,8.175000000000000000e+03,2.139492279507982264e+00,1.149226002953410930e+00,1.313214130690599113e+00,9.394964391842232088e-01,7.430067773247011065e-01,5.032493309119435709e-01
1.710000000000000000e+02,2.081000000000000000e+03,1.216959064327485329e+01,7.637210479458551582e-01,1.318114385858197402e+00,9.554282552953150542e-01,9.560159648003747623e-01,1.249018864802699635e+00
1.290000000000000000e+02,2.146000000000000000e+03,1.663565891472868330e+01,5.571979844170613649e-01,1.443690547578520444e+00,1.087554506591820180e+00,1.060667521377005595e+00,8.526433401642384835e-01
1.020000000000000000e+02,1.436000000000000000e+03,1.407843137254901933e+01,1.267561217160457776e+00,9.494963131193919770e-01,6.307651632164388289e-01,1.345638738983958582e+00,6.816497993735358696e-01
3.000000000000000000e+01,1.032000000000000000e+03,3.439999999999999858e+01,5.055040545885176595e-01,9.414853566321512712e-01,1.229820906357435684e+00,1.346059538754205587e+00,1.296092908842850555e+00
2.400000000000000000e+01,6.230000000000000000e+02,2.595833333333333215e+01,1.058421139141171752e+00,8.940308088898490935e-01,5.868056974437789730e-01,1.223572726098266727e+00,1.426995334724558528e+00
1.250000000000000000e+03,4.285000000000000000e+03,3.427999999999999936e+00,6.160897183306199842e-01,6.153264587341755743e-01,8.221309104988008265e-01,5.321600456974950877e-01,1.015736907507768461e+00
2.200000000000000000e+01,5.310000000000000000e+02,2.413636363636363669e+01,1.034583266743128060e+00,5.405406800590256688e-01,5.137130524938867682e-01,1.386905069922280243e+00,1.216792983911019199e+00
3.098000000000000000e+03,6.886000000000000000e+03,2.222724338282763057e+00,1.242856921442809792e+00,9.401367360796023531e-01,7.777596736764373908e-01,6.686806696641237613e-01,5.686379538298623748e-01
1.000000000000000000e+02,1.283000000000000000e+03,1.283000000000000007e+01,8.144255958268366014e-01,1.015714111186954760e+00,1.094984095068531449e+00,1.219968954777940429e+00,6.839790401192822333e-01
2.880000000000000000e+02,1.941000000000000000e+03,6.739583333333333037e+00,1.205352648144977001e+00,9.161096168464031297e-01,5.507016797021687671e-01,9.604171583958328595e-01,7.243945743620466837e-01
3.260000000000000000e+02,1.850000000000000000e+03,5.674846625766870822e+00,5.018588756647049953e-01,9.263674349029817900e-01,6.931291275493667303e-01,6.572107395850362854e-01,1.197012573273788849e+00
5.600000000000000000e+01,9.150000000000000000e+02,1.633928571428571530e+01,1.086768986519831337e+00,8.091169739636876468e-01,9.319157862536122661e-01,1.314371949704066900e+00,8.932684818943550376e-01
2.180000000000000000e+02,1.701000000000000000e+03,7.802752293577981391e+00,1.318644023619343741e+00,5.641062427389231804e-01,1.140220176958118836e+00,1.054991538313468702e+00,6.606494019160973341e-01
7.000000000000000000e+01,1.082000000000000000e+03,1.545714285714285730e+01,1.239330751183547186e+00,1.107565444325128823e+00,9.093377241624032159e-01,1.496080380175260238e+00,6.955160276161898025e-01
